api_name,text_clean
GetContextId,Retrieves the unique identifier of this object context.
GetContextMenu,Queries the application for a context menu to use on a right-click event.
GetContextPreferenceFlags,Gets the context preference flags.
GetContextPropertyList,Retrieves a list of properties the recognizer supports.
GetContextPropertyValue,Returns a specified property value from the recognizer context.
GetContiguousLength,Retrieves the number of bytes needed to store the contents of the buffer in contiguous format.
GetContinuityKey,Retrieves the clock's continuity key. .
GetContrast,Gets the contrast value of the raw image.
GetControl,Gets the control from the collection using the specified zero-based index.
GetControlCount,Gets the number of controls currently in the control defaults collection.
GetControlInfo,Retrieves information about the control's keyboard mnemonics and behavior.
GetControlInterface,"gets a reference to the specified control interface, if this part supports it."
GetControlInterfaceCount,gets the number of control interfaces that this part supports.
GetControlItemState,Gets the current state of an item in a container control found in the dialog.
GetControllableSystemEffectsList,Implemented by System Effects Audio Processing Object  audio effects to allow the caller to get the current list of effects.
GetController,Returns the controller to which the controller port belongs.
GetControlState,Gets the current visibility and enabled states of a given control.
GetControlStyle,Gets the display styles set for the namespace object's treeview controls.
GetControlStyle2,Gets the extended display styles set for the namespace object's treeview controls.
GetControlWindow,Gets the window handle to a browser control.
GetConversion,Converts the input string  to converted strings.
GetConversionInstructionCount,Gets the number of conversion instructions used in a shader.
GetConversionInstructionCount,Gets the number of conversion instructions. 
GetConversionModeCaps,Gets the conversion mode capability of the IFELanguage object.
GetConversionTarget,Returns the current conversion target range. 
GetConvertInfo,Gets the conversion information associated with the specified object. 
GetConvertStg,returns the current value of the convert bit for the specified storage object.
GetCookie,Gets a cookie associated with the specified URL from the HTTP cookie jar.
GetCookie,Gets the client cookie.
GetCookieInfoForUri,Gets cookie information for the supplied URI to be used for proof of possession cookies.
GetCookieInfoWithUriForAccount,Retrieves cookie information corresponding to the supplied WebAccount and URI.
GetCopyableFootprints,Gets a resource layout that can be copied. Helps the app fill-in D3D12_PLACED_SUBRESOURCE_FOOTPRINT and D3D12_SUBRESOURCE_FOOTPRINT when suballocating space in upload heaps.
GetCopyableFootprints1,Gets a resource layout that can be copied. Helps your app fill in D3D12_PLACED_SUBRESOURCE_FOOTPRINT and D3D12_SUBRESOURCE_FOOTPRINT when suballocating space in upload heaps.
GetCoreWindow,Retrieves the underlying CoreWindow object for this swap-chain object.
GetCorners,Gets the corners making up the BoundingFrustum.
GetCorners,Retrieves the corners of the BoundingBox.
GetCorners,Retrieves the corners of the BoundingOrientedBox.
GetCorrelatedTime,Retrieves the last clock time that was correlated with system time.
GetCORSystemDirectory,"Gets the directory that holds the current common language runtime . This method is supported only for use by out-of-process debuggers. If called from another component, it will return E_NOTIMPL."
GetCost,"Retrieves the current cost of either a machine-wide internet connection, or the first-hop of routing to a specific destination on a connection."
GetCost,Retrieves the network cost associated with a connection.
GetCount,Gets item count.
GetCount,Gets the conflict item count.
GetCount,Gets the count of extra properties in this character formatting collection.
GetCount,Gets the count of IMFSensorActivityReport objects that are available to be retrieved.
GetCount,"Gets the count of subranges, including the active subrange in the current range."
GetCount,Gets the number of change operations in the array.
GetCount,Gets the number of conflicts in the store.
GetCount,Gets the number of elements in the list.
GetCount,Gets the number of function instances in the collection.
GetCount,Gets the number of identity providers registered on the system.
GetCount,Gets the number of items in the collection. 
GetCount,Gets the number of items in the given IShellItem array.
GetCount,Gets the number of language/string pairs.
GetCount,Gets the number of metadata items within the reader.
GetCount,gets the number of parts in the parts list.
GetCount,Gets the number of properties in the property store.
GetCount,Gets the number of properties included in the property list.
GetCount,Gets the number of strings in a string collection.
GetCount,Gets the number of strings in the string list.
GetCount,Gets the number of supported audio formats in the list.
GetCount,gets the total number of audio sessions that are open on the audio device.
GetCount,Provides a count of the objects in the collection.
GetCount,retrieves a count of the devices in the device collection.
GetCount,Retrieves a count of the number of cache records in the enumeration.
GetCount,Retrieves a count of the number of files in the enumeration.
GetCount,Retrieves a count of the number of jobs in the enumeration.
GetCount,Retrieves a count of the number of peers in the enumeration.
GetCount,Retrieves the count of sensors in the collection.
GetCount,Retrieves the number of arguments.
GetCount,Retrieves the number of attributes that are set on this object.
GetCount,Retrieves the number of ICredentialProviderUser objects in the user array.
GetCount,Retrieves the number of items contained in the IUICollection.
GetCount,retrieves the number of keys in the path.
GetCount,Retrieves the number of stories in the specified stories collection.
GetCount,Retrieves the number of top level metadata blocks.
GetCount,returns a count of the number of properties that are attached to the file.
GetCount,returns the count of the candidate strings.
GetCount,returns the number of data points in the path.
GetCount,Returns the number of DATE values in the object's DATE array.
GetCount,Returns the number of Long values in the object's Long array.
GetCount,Returns the number of string values in the string array.
GetCount,Use the GetCount method to retrieve a count of the number of groups in the enumeration.
GetCount,Use the GetCount method to retrieve a count of the number of jobs in the enumeration.
GetCountColorProfileElements,Retrieves the number of tagged elements in a given color profile.
GetCountryRegion,Retrieves the two-letter country or region code.
GetCPInfo,Retrieves information about any valid installed or available code page. 
GetCPInfoExA,Retrieves information about any valid installed or available code page. 
GetCPInfoExW,Retrieves information about any valid installed or available code page. 
GetCPUDescriptorHandleForHeapStart,Gets the CPU descriptor handle that represents the start of the heap.
GetCrawlScopeManager,Gets an ISearchCrawlScopeManager interface for this search catalog.
GetCreateFlags,Gets the additional flags that will be passed to CreateProcess.
GetCreationFlags,Get the flags used during the call to create the device with D3D10CreateDevice.
GetCreationFlags,Get the flags used during the call to create the device with D3D11CreateDevice.
GetCreationFlags,Gets the flags that were used when a Microsoft DirectX Graphics Infrastructure  object was created.
GetCreationFlags,Gets the flags used to create the fence represented by the current instance.
GetCreationParameters,Gets the parameters that were used to create the decoder.
GetCreationParameters,Retrieves the creation parameters of the device.
GetCreationParameters,Retrieves the parameters that were used to create this device. 
GetCreationVersion,Gets the creation version of the changed item.
GetCreator,Retrieves the name of the creator of the work item.
GetCredential,Retrieves the credential object for the specified URL.
GetCredentialAt,Gets a specific credential.
GetCredentialCount,Gets the number of available credentials under this credential provider.
GetCRL,Retrieves the current certificate revocation list  for the Certificate Services certification authority .
GetCrossOriginPolicy,Returns the client's current cross-origin policy to apply to the download session.
GetCrossSlideParameterInteractionContext,Gets the cross-slide interaction behavior.
GetCryptoSessionHandle,Gets a handle to the cryptographic session.
GetCryptoSessionPrivateDataSize,Retrieves optional sizes for private driver data.
GetCryptoType,Gets the type of encryption that is supported by this session.
GetCspStatuses,Retrieves an ICspStatuses collection that contains all provider/algorithm pairs consistent with the intended use of the private key as specified by the caller.
GetCspStatusesFromOperations,Retrieves an ICspStatuses collection by supported key operations and optional provider information.
GetCspStatusFromOperations,"Creates an ICspStatus object for the first supported algorithm that is consistent with the specified signature, encryption, hashing, or cipher operation."
GetCspStatusFromProviderName,Retrieves an ICspStatus object for a legacy provider by provider name and supported key operations.
GetCubeMapSurface,Retrieves a cube texture map surface.
GetCueKind,Gets the kind of timed-text cue.
GetCueTimeOffset,Gets the offset to the cue time.
GetCurFile,"Retrieves the current name of the file associated with the object. If there is no current working file, this method retrieves the default save prompt for the object."
GetCurFolder,Gets the ITEMIDLIST for the folder object.
GetCurrencyFormatA,Formats a number string as a currency string for a locale specified by identifier. 
GetCurrencyFormatEx,"Formats a number string as a currency string for a locale specified by name.  The application should call this function in preference to GetCurrencyFormat if designed to run only on  and later. Note  This function can format data that changes between releases, for example, due to a custom locale. If your application must persist or transmit data, see Using Persistent Locale Data."
GetCurrencyFormatW,Formats a number string as a currency string for a locale specified by identifier. 
GetCurrent,Gets the <MainPackageDependency> element at the current position of the enumerator.
GetCurrent,Gets the <Package> element at the current position of the enumerator.
GetCurrent,Gets the application at the current position of the enumerator.
GetCurrent,Gets the block at the current position of the enumerator.
GetCurrent,Gets the CERT_CONTEXT structure at the current position of the enumerator.
GetCurrent,Gets the content group at the current position of the enumerator.
GetCurrent,Gets the dependency package at the current position of the enumerator.
GetCurrent,Gets the device capability at the current position of the enumerator.
GetCurrent,Gets the file at the current position of the enumerator.
GetCurrent,Gets the file from the content group at the current position of the enumerator.
GetCurrent,Gets the IOpcDigitalSignature interface pointer at the current position of the enumerator.
GetCurrent,Gets the IOpcPart interface pointer at the current position of the enumerator.
GetCurrent,Gets the IOpcRelationship interface pointer at the current position of the enumerator.
GetCurrent,Gets the IOpcRelationshipSelector interface pointer at the current position of the enumerator.
GetCurrent,Gets the IOpcSignatureCustomObject interface at the current position of the enumerator.
GetCurrent,Gets the IOpcSignaturePartReference interface pointer at the current position of the enumerator.
GetCurrent,Gets the IOpcSignatureReference interface pointer at the current position of the enumerator.
GetCurrent,Gets the IOpcSignatureRelationshipReference interface pointer at the current position of the enumerator.
GetCurrent,Gets the optional bundle information at the current position of the enumerator.
GetCurrent,Gets the payload file at the current position of the enumerator.
GetCurrent,Gets the resource at the current position of the enumerator.
GetCurrent,Retrieves the current contact in the enumeration.
GetCurrent,Retrieves the GUID of the current provider.
GetCurrentActCtx,returns the handle to the active activation context of the calling thread.
GetCurrentAnnotationObjects,Retrieves an array of elements representing the annotations associated with this spreadsheet cell.
GetCurrentAnnotationTypes,Retrieves an array of annotation type identifiers indicating the types of annotations that are associated with this spreadsheet cell. 
GetCurrentApartmentType,Retrieves the type of apartment in which the caller is executing.
GetCurrentApplicationUserModelId,Gets the application user model ID for the current process.
GetCurrentBackBufferIndex,Gets the index of the swap chain's current back buffer.
GetCurrentCellularClass,Gets the current cellular classes for a multi-carrier device.
GetCurrentClockTransactionManager,Obtains a virtual clock value from a transaction manager.
GetCurrentClusterNodeId,Returns the unique identifier of the current cluster node.
GetCurrentColumnHeaderItems,Retrieves the column headers associated with a table item or cell.
GetCurrentColumnHeaders,Retrieves a collection of UI Automation elements representing all the column headers in a table.
GetCurrentDataClass,Gets the current data class in the current network.
GetCurrentDeviceMediaType,Gets the current media type for a capture stream.
GetCurrentDevMode,Fills a DEVMODE structure with information about the currently selected printer for use with PrintDlgEx.
GetCurrentDirectory,Retrieves the current directory for the current process.
GetCurrentFiber,Retrieves the address of the current fiber.
GetCurrentFilter,Gets the current filter as a Unicode string.
GetCurrentFolderFlags,Gets the currently applied folder flags.
GetCurrentFontFile,Gets a reference to the current font file.
GetCurrentGrabbedItems,Retrieves a collection of elements that represent the full set of items that the user is dragging as part of a drag operation.
GetCurrentHwProfileA,Retrieves information about the current hardware profile for the local computer. 
GetCurrentHwProfileW,Retrieves information about the current hardware profile for the local computer. 
GetCurrentInfo,Gets the current folder settings.
GetCurrentInputMessageSource,Retrieves the source of the input message.
GetCurrentLength,Retrieves the length of the valid data in the buffer.
GetCurrentLevel,Gets the decoder's current progressive level.
GetCurrentLevel,returns the current application level.
GetCurrentLogicalThreadId,Retrieves the guid of the thread in which the caller is executing.
GetCurrentMediaType,Gets the current media type for a stream.
GetCurrentMediaType,Retrieves the current media type of the object.
GetCurrentMetadataValue,Gets metadata from the UI Automation element that indicates how the information should be interpreted. 
GetCurrentObject,Retrieves a handle to an object of the specified type that has been selected into the specified device context .
GetCurrentPackageFamilyName,Gets the package family name for the calling process.
GetCurrentPackageFullName,Gets the package full name for the calling process.
GetCurrentPackageId,Gets the package identifier  for the calling process.
GetCurrentPackageInfo,Gets the package information for the calling process. 
GetCurrentPackageInfo2,Gets the package information for the calling process. 
GetCurrentPackagePath,Gets the package path for the calling process. 
GetCurrentPackagePath2,Gets the package path for the calling process. 
GetCurrentPadding,"Gets the amount, in 100-nanosecond units, of data that is queued up in the endpoint."
GetCurrentPadding,retrieves the number of frames of padding in the endpoint buffer.
GetCurrentPage,Gets the current page of a multipage image.
GetCurrentPage,returns the current page.
GetCurrentParameterSet,Gets the current set of parameters.
GetCurrentPattern,Retrieves the IUnknown interface of the specified control pattern on this UI Automation element.
GetCurrentPatternAs,Retrieves the control pattern interface of the specified pattern on this UI Automation element.
GetCurrentPortName,Retrieves the name of the current port for use with PrintDlgEx.
GetCurrentPosition,Retrieves the current read or write position in the stream.
GetCurrentPositionEx,Retrieves the current position in logical coordinates.
GetCurrentPowerPolicies,Retrieves the current system power policy settings.
GetCurrentPrinterName,"Retrieves the name of the currently selected printer, for use with PrintDlgEx."
GetCurrentProcess,Retrieves a pseudo handle for the current process.
GetCurrentProcessExplicitAppUserModelID,"Retrieves the application-defined, explicit Application User Model ID  for the current process."
GetCurrentProcessId,Retrieves the process identifier of the calling process.
GetCurrentProcessorNumber,Retrieves the number of the processor the current thread was running on during the call to this function.
GetCurrentProcessorNumberEx,Retrieves the processor group and number of the logical processor in which the calling thread is running.
GetCurrentProcessToken,Retrieves a pseudo-handle that you can use as a shorthand way to refer to the access token associated with a process.
GetCurrentPropertyValue,Retrieves the current value of a property for this UI Automation element.
GetCurrentPropertyValueEx,"Retrieves a property value for this UI Automation element, optionally ignoring any default value."
GetCurrentProxy,Retrieves the current proxy information including hostname and port.
GetCurrentQueuedRequests,Retrieves the number of asynchronous execution requests that are currently queued.
GetCurrentRowHeaderItems,Retrieves the row headers associated with a table item or cell.
GetCurrentRowHeaders,Retrieves a collection of UI Automation elements representing all the row headers in a table.
GetCurrentRun,Gets the current color glyph run.
GetCurrentRun,Returns the current glyph run of the enumerator.
GetCurrentSelection,Gets the user's current selection in the dialog.
GetCurrentSelection,Retrieves the Microsoft Active Accessibility property that identifies the selected children of this element.
GetCurrentSelection,Retrieves the selected elements in the container.
GetCurrentSharedModeEnginePeriod,Returns the current format and periodicity of the audio engine.
GetCurrentSnapshotSetId,returns the unique identifier of the shadow copy set.
GetCurrentSource,"Gets the URL of the current media resource, or an empty string if no media resource is present."
GetCurrentStoryboard,Gets the active storyboard for the animation variable.
GetCurrentStoryboard,Gets the storyboard that is currently animating the animation variable.
GetCurrentSupportedViews,Retrieves a collection of control-specific view identifiers. 
GetCurrentTexturePalette,Retrieves the current texture palette.
GetCurrentThemeName,"Retrieves the name of the current visual style, and optionally retrieves the color scheme name and size name."
GetCurrentThread,Retrieves a pseudo handle for the calling thread.
GetCurrentThreadCompartmentId,Reserved for future use. Do not use this function. 
GetCurrentThreadEffectiveToken,"Retrieves a pseudo-handle that you can use as a shorthand way to refer to the token that is currently in effect for the thread, which is the thread token if one exists and the process token otherwise."
GetCurrentThreadId,Retrieves the thread identifier of the calling thread.
GetCurrentThreads,Retrieves the number of threads currently in the pool.
GetCurrentThreadStackLimits,Retrieves the boundaries of the stack that was allocated by the system for the current thread.
GetCurrentThreadToken,Retrieves a pseudo-handle that you can use as a shorthand way to refer to the impersonation token that was assigned to the current thread.
GetCurrentThreadType,Retrieves the type of thread in which the caller is executing.
GetCurrentTime,Gets the current playback position. 
GetCurrentTransform,Gets a transform that maps abstract coordinates to DIPs.
GetCurrentTransform,Gets the transform that maps abstract coordinates to DIPs. By default this is the identity transform.  that this is unrelated to the world transform of the underlying device context.
GetCurrentUmsThread,Returns the user-mode scheduling  thread context of the calling UMS thread.
GetCurrentView,Gets an interface for the current view of the browser.
GetCurrentView,Gets the most recent Control Panel view:_Classic view or Category view.
GetCurrentViewMode,Gets an address containing a value representing the folder's current view mode.
GetCurrentViewType,Gets the type of the current view.
GetCurrentVolumeArray,"returns the names of the original volumes and the UNC paths of the original remote file shares that belong to the shadow copy set as an array of null-terminated wide character strings.Windows 7, Windows Server 2008 R2, , Windows Server 2008, Windows XP and Windows Server 2003:  Remote file shares are not supported until Windows 8 and Windows Server 2012."
GetCurrentVolumeCount,returns the number of volumes in the shadow copy set.
GetCursor,Retrieves a handle to the current cursor.
GetCursorInfo,Retrieves information about the global cursor.
GetCursorPos,"Retrieves the position of the mouse cursor, in screen coordinates."
GetCurve,Gets the animation curve of the animation variable.
GetCustData,Gets the custom data. 
GetCustomAttributeByName,"Gets the custom attribute, given its name and owner."
GetCustomAttributeProps,"Gets the value of the custom attribute, given its metadata token."
GetCustomEndCap,gets the custom end cap currently set for this Pen object.
GetCustomHeaders,Retrieves the custom headers set by an earlier call to IBackgroundCopyJobHttpOptions::SetCustomHeaders .
GetCustomHeapProperties,"Divulges the equivalent custom heap properties that are used for non-custom heap types, based on the adapter's architectural properties."
GetCustomObjectEnumerator,Gets an enumerator of IOpcSignatureCustomObject interface pointers that represent application-specific Object elements in the signature markup.
GetCustomObjectSet,Gets an IOpcSignatureCustomObjectSet interface.
GetCustomOids,Is not implemented.
GetCustomReferenceEnumerator,Gets an enumerator of the IOpcSignatureReference interface pointers that represent references to application-specific XML elements that have been signed.
GetCustomReferenceSet,Gets an IOpcSignatureReferenceSet interface pointer.
GetCustomStartCap,gets the custom start cap currently set for this Pen object.
GetCValue,retrieves the cyan color value from a CMYK color value.
GetD3D12Device,Retrieves the Direct3D 12 device being interoperated with.
GetDashCap,Gets a value that specifies how the ends of each dash are drawn.
GetDashCap,gets the dash cap style currently set for this Pen object.
GetDashes,Copies the dash pattern to the specified array.
GetDashes,Gets dashes from the array. 
GetDashesCount,Gets the number of the dashes in the array.
GetDashesCount,Retrieves the number of entries in the dashes array.
GetDashOffset,gets the distance from the start of the line to the start of the first space in a dashed line.
GetDashOffset,Retrieves a value that specifies how far in the dash sequence the stroke will start.
GetDashPattern,gets an array of custom dashes and spaces currently set for this Pen object.
GetDashPatternCount,gets the number of elements in a dash pattern array.
GetDashStyle,Gets a value that describes the stroke's dash pattern.
GetDashStyle,gets the dash style currently set for this Pen object.
GetData,Called by a data consumer to obtain data from a source data object.
GetData,gains direct access to the elements in the array.
GetData,Get data from the GPU asynchronously.
GetData,Get data from the graphics processing unit  asynchronously.
GetData,gets data that describes this region.
GetData,Gets the data content of the timed-text cue.
GetData,Gets the data content of the timed-text object.
GetData,Polls a queried resource to get the query state or a query result.
GetData,retrieves configuration information from the Security Configuration snap-in.
GetData,"Retrieves one key/value pair from the metadata of an IEntity, IRelationship, or ISchemaProvider object."
GetData,Retrieves system id data.
GetData,Retrieves the most recent sensor data report.
GetData,Retrieves the PROPVARIANT and input string that represents a chunk of data.
GetData,returns an interface that provides access to the audio data.
GetData,returns an interface that provides access to the software bitmap data.
GetData,returns an interface that provides access to the video data.
GetData,Searches for and retrieves file or protocol association-related binary data from the registry.
GetData,to get the data from the CHString object.
GetDatabaseFile,obtains an IVssWMFiledesc object containing information about the specified database backup component file.
GetDatabaseLogFile,obtains a file descriptor for the log file associated with the specified database backup component.
GetDataBlockSize,Retrieves the size of a data block.
GetDataCollectorSets,Populates the data collector set collection.
GetDataDemands,reports which data the secure content provider needs to determine the rights and responsibility for a specified piece of content.
GetDataFlow,gets the direction of data flow through this connector.
GetDataFlow,indicates whether the audio endpoint device is a rendering device or a capture device.
GetDataFormat,Gets a GUID that identifies the track's underlying data format.
GetDataFormatFromPath,Determines a file's format based on its extension.
GetDataForNewHardwareKey,Allows the driver to return IHV specific information used when initializing the new hardware key.
GetDataFromIDList,Gets a read only pointer to the client provided structure in the first ItemID in the IDList. 
GetDataHere,Called by a data consumer to obtain data from a source data object. This method differs from the GetData method in that the caller must allocate and free the specified storage medium.
GetDataObject,Gets an IDataObject representation of the current DataPackage object.
GetDataPlanStatus,"GetDataPlanStatus retrieves the data plan status for either a machine-wide internet connection , or the first-hop of routing to a specific destination on a connection."
GetDataPlanStatus,Retrieves the status of the data plan associated with a connection.
GetDataPointer,Gets the pointer to the top left pixel in the locked rectangle.
GetDataSize,Get the size of the data  that is output when calling ID3D10Asynchronous::GetData.
GetDataSize,Get the size of the data  that is output when calling ID3D11DeviceContext::GetData.
GetDataSize,Gets the number of bytes in the query data.
GetDataSize,gets the number of bytes of data that describes this region.
GetDataSize,Returns the number of bytes needed to save the property data.
GetDataType,Gets the type information for the item.
GetDate,Retrieves the date and time value at a specified property into a caller's FILETIME structure. All times are stored and returned as Coordinated Universal Time .
GetDate,retrieves the date on which the storage object  was most recently modified.
GetDate,retrieves the date when the storage was last modified.
GetDateFormatA,Formats a date as a date string for a locale specified by the locale identifier. 
GetDateFormatEx,Formats a date as a date string for a locale specified by name.
GetDateFormatW,Formats a date as a date string for a locale specified by the locale identifier. 
GetDateStamp,Requests the date the image was last modified. This method allows the Shell to determine whether cached images are out-of-date.
GetDateTime,Gets the DateTime value that is stored in the current IPropertyValue object.
GetDateTime,returns a datetime property.
GetDateTimeArray,Gets the array of DateTime values that is stored in the current IPropertyValue object.
GetDC,Creates a GDI-compatible handle of a device context for this surface.
GetDC,Provides an object with a handle to a device context for a screen or compatible device from its container.
GetDC,Retrieves a device context.
GetDC,Retrieves a handle to a device context  for the client area of a specified window or for the entire screen.
GetDC,Retrieves the device context associated with this render target.
GetDC,Returns a device context  that allows you to render to a Microsoft DirectX Graphics Infrastructure  surface using Windows Graphics Device Interface .
GetDCBrushColor,Retrieves the current brush color for the specified device context .
GetDCEx,Retrieves a handle to a device context  for the client area of a specified window or for the entire screen.
GetDcHuffmanTable,Retrieves a copy of the DC Huffman table for the specified scan and table. 
GetDCOrgEx,Retrieves the final translation origin for a specified device context .
GetDCPenColor,Retrieves the current pen color for the specified device context .
GetDCSiteName,Retrieves the name of the Active Directory site that contains the local computer.
GetDCStatus,retrieves the control status of the device.
GetDDInterface,Retrieves an interface to the DirectDraw object that was used to create this surface.
GetDeactivateOnReturn,Retrieves the value of the done flag.
GetDebugParameter,Gets optional Command List Debug Layer settings.
GetDebugParameter,Gets optional device-wide Debug Layer settings.
GetDeclaration,Gets the vertex shader declaration.
GetDecoderBuffer,Gets a pointer to a decoder buffer.
GetDecoderConfigurations,Gets the configurations that are available for a decoder device.
GetDecoderDeviceGuids,Retrieves an array of GUIDs that identifies the decoder devices supported by the graphics hardware.
GetDecoderInfo,Retrieves an IWICBitmapDecoderInfo for the image.
GetDecoderProfile,Gets the decoding profile of the session.
GetDecoderRenderTargets,Retrieves the supported render targets for a specified decoder device.
GetDecrypter,Retrieves a decrypter transform.
GetDefault,retrieves the default string used to initialize an edit control .
GetDefaultAudioEndpoint,retrieves the default audio endpoint for the specified data-flow direction and role.
GetDefaultBandWidth,Gets the band width that the bandsite initially uses to set the default width when the band is added.
GetDefaultCatalog,Determines the default catalog for the system.
GetDefaultCategory,Enables the folder to override the default grouping.
GetDefaultColumn,Gets the default sorting and display columns.
GetDefaultColumnState,Gets the default state for a specified column.
GetDefaultColumnWidth,Gets the default column width of the property in a list view.
GetDefaultCommConfigA,Retrieves the default configuration for the specified communications device. 
GetDefaultCommConfigW,Retrieves the default configuration for the specified communications device. 
GetDefaultCompartmentId,Retrieves the default network routing compartment identifier for the local computer.
GetDefaultContentDecryptionModuleFactory,Returns the implementation of IMFContentDecryptionModuleFactory for the specified key system that is built-in to Windows.
GetDefaultDestinationName,Gets the default name for a Shell item.
GetDefaultDigestMethod,Gets the default digest method that will be used to compute digest values for objects to be signed.
GetDefaultFileSystemForImport,Retrieves the file system to import by default.
GetDefaultFilter,Retrieves the default report filter value that is used with the specified report type.
GetDefaultFontAxisValues,Retrieves the default values for all axes supported by the font resource.
GetDefaultMenuText,Called by the Shell view to get the default shortcut menu text.
GetDefaultPlaybackRate,Gets the default playback rate.
GetDefaultProperty,Retrieves a named property and its value from the property bag associated with the event publisher.
GetDefaultPropertyCollection,Creates a collection object that enumerates the properties contained in the property bag associated with the event publisher object.
GetDefaultQuotaLimit,Retrieves the default quota limit for the volume.
GetDefaultQuotaLimitText,"Retrieves the default quota limit for the volume. The limit is expressed as a text string; for example, 10.5 MB."
GetDefaultQuotaThreshold,Retrieves the default quota warning threshold for the volume.
GetDefaultQuotaThresholdText,Retrieves the default warning threshold for the volume.
GetDefaultRecognizer,"Retrieves the default recognizer for a known language, specified by a national language support  language code identifier ."
GetDefaultSaveFolder,Retrieves the default target folder that the library uses for save operations.
GetDefaultSearchGUID,Returns the globally unique identifier  of the default search object for the folder.
GetDefaultSecurityDescriptor,Retrieves the default private key security descriptor.
GetDefaultSpacing,"Gets a pointer to a POINT structure containing the default width  and height  measurements of an item, including the surrounding white space."
GetDefaultStaticTerminal,gets the default static terminal for the media type specified.
GetDefaultTabStop,Gets the default tab width.
GetDefaultTarget,Returns a pointer to an IFhTarget interface that can be used to query information about the currently assigned backup target.
GetDefaultUserProfileDirectoryA,Retrieves the path to the root of the default user's profile. 
GetDefaultUserProfileDirectoryW,Retrieves the path to the root of the default user's profile. 
GetDefaultValue,gets the default value of a codec property. 
GetDefaultVerb,gets the snap-in's default verb.
GetDefaultWidth,Developers should use IPropertyDescription instead. Gets the width of the property description.
GetDelay,Gets the delay value for the current frame of an animation.
GetDelayedPropertyStore,"Gets an IPropertyStore interface object, as specified."
GetDeleteAfterAcquire,returns a value indicating whether photos should be deleted after acquisition.
GetDeleteDelay,Retrieves the number of milliseconds a pooled thread can idle before being destroyed.
GetDependencies,"For the given dimension, GetDependencies retrieves the aspects of the interpolator that depend on the initial value or velocity that is passed to the IUIAnimationInterpolator2::SetInitialValueAndVelocity method or the duration that is passed to the IUIAnimationInterpolator2::SetDuration method."
GetDependencies,"Gets the aspects of the interpolator that depend on the initial value or velocity passed to SetInitialValueAndVelocity, or that depend on the duration passed to SetDuration."
GetDependency,returns an instance of the IVssWMDependency interface containing accessors for obtaining information about explicit writer-component dependencies of one of the current components.
GetDepthStencil,Get a depth-stencil-view resource.
GetDepthStencilArray,Get an array of depth-stencil-view resources.
GetDepthStencilState,Get a pointer to a depth-stencil interface.
GetDepthStencilSurface,Gets the depth-stencil surface owned by the direct3ddevice object.
GetDesc,Fills the function descriptor structure for the function. 
GetDesc,Fills the library descriptor structure for the library reflection. 
GetDesc,Fills the parameter descriptor structure for the function's parameter. 
GetDesc,Get a constant-buffer description. 
GetDesc,Get a counter description. 
GetDesc,Get a description of the output.
GetDesc,Get a description of the resource.
GetDesc,Get a description of the surface.
GetDesc,Get a description of the swap chain.
GetDesc,Get a description.
GetDesc,Get a pass description.
GetDesc,Get a query description. 
GetDesc,Get a shader description. 
GetDesc,Get a shader-variable description. 
GetDesc,Get a technique description.
GetDesc,Get an effect description.
GetDesc,Get an effect-type description.
GetDesc,Get the blend state. 
GetDesc,Get the depth-stencil state.
GetDesc,Get the depth-stencil view. 
GetDesc,Get the description of a shader-reflection-variable type. 
GetDesc,Get the properties of a buffer resource. 
GetDesc,Get the properties of a rasterizer-state object.
GetDesc,Get the properties of a render target view. 
GetDesc,Get the properties of the texture resource. 
GetDesc,Get the sampler state.
GetDesc,Get the shader resource view's description. 
GetDesc,Gets a constant-buffer description.
GetDesc,Gets a description of the current HLSL class.
GetDesc,Gets a DXGI 1.0 description of an adapter .
GetDesc,Gets a shader description.
GetDesc,Gets a shader-variable description.
GetDesc,Gets the D3D12_VIDEO_DECODER_DESC structure that was passed into ID3D12VideoDevice::CreateVideoDecoder when the ID3D12VideoDecoder was created.
GetDesc,Gets the D3D12_VIDEO_DECODER_HEAP_DESC structure that was passed into ID3D12VideoDevice::CreateVideoDecoderHeap when the ID3D12VideoDecoderHeap was created.
GetDesc,Gets the D3D12_VIDEO_EXTENSION_COMMAND_DESC provided when the interface was created.
GetDesc,Gets the D3D12_VIDEO_MOTION_ESTIMATOR_DESC structure that was passed into ID3D12VideoDevice1::CreateVideoMotionEstimator) when the ID3D12VideoMotionEstimator was created.
GetDesc,Gets the D3D12_VIDEO_MOTION_VECTOR_HEAP_DESC structure that was passed into ID3D12VideoDevice1::CreateVideoMotionEstimatorHeap when the ID3D12VideoMotionEstimatorHeap was created.
GetDesc,Gets the description for blending state that you used to create the blend-state object. 
GetDesc,Gets the description for depth-stencil state that you used to create the depth-stencil-state object.
GetDesc,Gets the description for rasterizer state that you used to create the rasterizer-state object. 
GetDesc,Gets the description for sampler state that you used to create the sampler-state object.
GetDesc,Gets the description of a shader-reflection-variable type.
GetDesc,Gets the description of the command queue.
GetDesc,Gets the descriptor heap description.
GetDesc,Gets the heap description.
GetDesc,Gets the properties of the video decoder output view.
GetDesc,Gets the properties of the video processor input view.
GetDesc,Gets the properties of the video processor output view.
GetDesc,Gets the resource description.
GetDesc,Retrieves a description of a duplicated output. This description specifies the dimensions of the surface that contains the desktop image.
GetDesc,Retrieves a description of the index buffer resource.
